user_id,recommended_items
0,101 157 208 33 192
1,61 33 95 131 168
2,120 179 480 26 200
3,140 134 290 589 144
4,581 331 498 434 101
5,587 538 144 133 377
6,120 179 32 25 331
7,112 71 423 106 271
8,168 88 132 157 344
9,215 114 101 168 17
10,89 126 571 597 353
11,179 262 221 186 395
12,0 179 157 317 315
13,179 28 17 290 157
14,78 101 483 110 215
15,95 290 348 63 114
16,179 106 101 249 13
17,120 78 249 607 61
18,61 219 59 192 33
19,120 215 459 33 581
20,211 448 459 392 104
21,120 95 2 459 168
22,215 144 172 549 330
23,211 738 283 127 804
24,215 95 131 344 144
25,120 168 106 131 283
26,215 61 120 192 563
27,510 328 262 83 78
28,215 120 179 308 131
29,101 17 144 131 661
30,120 192 25 63 209
31,25 246 131 480 365
32,215 179 26 120 157
33,131 101 344 0 61
34,26 33 61 114 317
35,114 26 120 214 95
36,61 282 95 2 168
37,25 542 61 607 122
38,33 215 0 43 131
39,215 555 208 661 754
40,168 71 63 106 549
41,265 467 125 62 392
42,215 120 168 20 589
43,120 95 157 192 17
44,868 302 774 40 589
45,120 186 179 63 348
46,120 144 459 192 63
47,40 141 25 283 95
48,179 215 395 275 309
49,61 144 179 106 168
50,61 168 526 106 26
51,480 120 555 215 26
52,168 33 215 88 661
53,168 192 106 555 492
54,406 51 608 510 346
55,661 179 95 120 526
56,120 101 215 157 219
57,665 118 589 290 20
58,20 789 265 863 503
59,120 223 589 25 71
60,120 168 395 219 320
61,120 131 215 145 26
62,144 101 95 168 157
63,192 101 157 131 106
64,88 404 526 555 114
65,101 61 661 215 209
66,192 144 114 78 61
67,555 290 144 12 563
68,157 120 33 88 145
69,120 26 395 131 61
70,26 581 18 43 215
71,215 131 26 120 61
72,168 480 459 33 13
73,120 555 317 157 168
74,95 6 395 192 120
75,16 92 12 113 33
76,236 463 443 106 271
77,95 168 26 179 120
78,106 144 395 290 13
79,146 114 555 145 17
80,61 120 215 236 491
81,95 451 161 49 395
82,587 549 62 467 192
83,215 133 95 192 251
84,106 120 26 101 526
85,215 157 114 101 33
86,62 25 789 103 133
87,88 256 198 525 135
88,215 179 144 120 106
89,157 131 106 320 395
90,189 282 62 246 792
91,215 157 120 33 26
92,114 63 179 131 298
93,101 26 480 208 344
94,101 131 17 106 661
95,179 328 61 95 249
96,215 106 120 144 192
97,510 409 87 283 262
98,61 40 114 480 78
99,215 60 661 157 219
100,410 681 336 120 192
101,61 179 120 26 208
102,120 101 168 106 26
103,101 120 17 219 26
104,179 95 131 157 186
105,95 192 71 120 63
106,120 168 131 223 215
107,215 179 192 120 309
108,95 179 168 114 120
109,168 120 106 26 271
110,120 179 17 61 106
111,215 120 192 661 101
112,17 114 157 101 131
113,120 179 95 157 498
114,367 260 46 377 40
115,219 120 145 51 192
116,84 608 530 571 330
117,71 276 60 192 61
118,61 134 17 317 131
119,106 144 114 192 395
120,215 545 88 395 145
121,157 395 661 17 208
122,208 37 762 846 459
123,215 395 61 26 211
124,120 215 59 26 192
125,179 192 168 545 459
126,26 526 80 528 120
127,61 207 192 179 222
128,0 208 492 61 219
129,71 729 26 377 348
130,348 59 0 26 95
131,168 106 101 661 157
132,26 120 144 208 661
133,168 179 395 320 61
134,40 144 192 803 3
135,120 26 179 114 106
136,95 189 487 125 367
137,682 192 531 107 155
138,95 247 179 106 61
139,104 778 465 463 249
140,26 192 208 63 0
141,120 131 157 192 140
142,179 215 555 95 17
143,219 120 37 465 249
144,157 215 192 95 317
145,106 144 157 101 168
146,114 215 214 555 17
147,131 61 186 106 386
148,157 114 17 60 145
149,95 665 179 789 265
150,120 168 682 106 144
151,289 766 331 348 257
152,168 101 157 409 78
153,95 454 61 25 551
154,106 179 120 581 168
155,61 120 60 78 168
156,101 32 120 82 26
157,120 101 465 386 260
158,265 682 331 95 282
159,71 682 541 120 103
160,61 340 246 665 1
161,179 106 26 112 271
162,557 441 95 215 298
163,192 409 369 33 157
164,219 0 215 101 120
165,95 404 179 71 144
166,511 211 120 738 565
167,179 95 395 120 63
168,120 26 395 344 215
169,88 344 17 106 421
170,61 26 290 192 33
171,607 169 406 735 331
172,101 120 95 168 179
173,95 339 103 506 104
174,454 40 161 367 462
175,157 144 348 60 59
176,157 114 120 192 26
177,215 589 133 467 207
178,215 144 26 661 9
179,103 215 120 422 92
180,290 766 271 589 715
181,607 735 93 1147 192
182,179 120 82 95 256
183,526 99 330 60 555
184,215 168 61 179 555
185,87 122 665 738 589
186,245 714 73 608 106
187,26 61 59 215 192
188,145 101 344 140 222
189,215 144 192 316 179
190,62 221 389 1 1095
191,179 101 131 106 95
192,157 120 114 144 101
193,192 51 57 61 17
194,179 95 106 120 168
195,95 40 179 487 114
196,144 62 71 107 541
197,215 101 0 33 95
198,26 192 661 168 61
199,303 589 83 56 538
200,26 59 131 192 80
201,17 131 95 179 555
202,114 61 192 480 26
203,0 208 120 26 348
204,563 209 78 282 683
205,290 353 40 126 302
206,95 120 215 589 106
207,95 252 144 207 131
208,106 144 179 738 487
209,61 106 192 661 78
210,510 2 257 57 453
211,120 43 114 179 131
212,120 61 26 192 131
213,249 607 735 221 104
214,106 344 88 176 211
215,571 87 331 714 40
216,134 465 73 125 681
217,215 26 61 106 555
218,104 3 589 40 87
219,179 26 526 101 106
220,215 33 114 95 317
221,589 20 549 249 151
222,395 131 168 106 169
223,362 510 586 520 118
225,607 262 27 155 745
226,161 607 118 488 169
227,555 179 131 82 106
228,589 379 103 738 104
229,101 106 144 17 61
230,106 560 555 144 211
231,9 364 161 91 25
232,20 106 179 189 395
233,215 157 317 61 492
234,681 172 104 9 459
235,134 186 213 681 106
236,260 530 201 406 27
237,555 17 88 321 209
238,95 61 192 157 390
239,65 211 507 254 213
240,863 161 269 607 565
241,114 144 101 409 60
242,78 134 59 101 106
243,95 61 607 186 92
244,120 106 101 215 8
245,134 681 37 173 495
246,350 26 114 157 498
247,328 510 265 658 789
248,26 33 215 526 61
249,189 104 162 510 57
250,80 59 33 26 336
251,189 590 93 94 406
252,179 395 157 131 167
253,95 61 178 676 106
254,215 106 63 168 315
255,101 120 0 208 271
256,32 555 459 12 144
258,585 735 487 178 9
259,265 589 742 647 339
260,178 59 120 179 80
261,218 300 715 453 465
262,192 144 215 101 53
263,265 863 221 49 178
264,211 487 109 745 406
265,555 451 265 107 106
266,120 144 106 61 179
267,144 104 62 3 467
268,215 208 26 0 145
269,125 249 221 397 262
270,17 271 145 131 43
271,114 144 168 61 95
272,134 249 73 448 891
273,395 95 106 162 265
274,459 23 507 211 210
275,189 103 634 33 422
276,451 571 87 283 188
277,346 419 392 804 673
278,45 448 224 98 328
279,219 131 144 78 215
280,215 131 114 157 661
281,443 141 265 235 41
282,99 480 309 348 192
283,61 192 208 276 157
284,168 20 13 282 555
285,179 192 186 157 61
286,214 120 26 145 157
287,127 63 28 192 3
288,120 155 192 392 510
289,526 555 80 499 318
290,120 395 106 95 144
291,186 763 333 412 463
292,127 526 328 251 506
293,25 106 62 120 192
294,195 480 336 412 11
295,249 179 4 262 320
296,390 392 328 109 530
297,62 597 863 94 105
298,607 150 735 530 406
300,555 179 20 106 38
301,215 95 510 186 676
302,179 95 18 219 0
303,101 17 61 321 134
304,215 145 131 17 120
305,681 73 134 853 171
306,189 337 396 813 283
307,101 106 555 317 661
308,507 763 211 245 383
309,101 120 61 208 0
310,120 114 168 555 95
311,26 168 386 381 213
312,208 144 120 192 241
313,778 465 120 192 681
314,145 114 215 120 214
315,95 186 200 135 222
316,106 179 120 344 144
317,215 63 107 246 144
318,120 144 57 49 290
319,120 17 215 145 132
320,201 280 530 172 809
321,25 585 192 20 61
322,179 661 395 17 192
323,120 395 168 101 157
324,26 61 192 179 215
325,157 168 114 71 395
326,127 144 41 57 125
327,809 249 282 408 48
328,144 95 114 192 71
329,260 207 165 40 167
330,107 275 557 560 315
331,283 87 373 571 503
332,262 9 735 406 392
333,735 152 334 178 406
334,120 33 59 215 166
335,120 18 110 179 95
336,168 321 555 13 106
337,101 131 168 114 192
338,120 61 179 17 106
339,565 211 465 681 112
340,131 120 13 192 487
341,249 735 607 448 510
342,155 334 530 150 392
343,27 597 125 665 334
344,580 251 795 589 162
345,510 192 139 179 346
346,336 211 106 144 189
347,144 120 192 114 32
348,215 120 145 26 480
349,555 317 459 541 144
350,73 232 510 465 134
351,211 745 510 264 331
352,61 120 114 26 276
353,95 179 168 186 555
354,140 71 131 348 192
355,26 555 61 459 95
356,192 179 144 106 207
357,328 262 520 53 120
358,260 29 362 555 423
359,145 114 0 17 157
360,20 246 661 290 564
361,173 309 440 84 541
362,120 78 168 395 592
363,215 101 120 114 145
364,120 215 208 526 99
365,395 61 168 95 179
366,120 114 0 101 214
367,33 120 95 59 17
368,109 1018 449 410 714
369,549 397 316 283 47
370,179 215 526 132 120
371,101 114 215 157 661
372,215 120 61 88 144
373,681 343 607 104 249
374,49 118 2 408 595
375,219 114 120 145 33
377,207 565 105 507 49
378,106 476 383 386 608
379,28 120 95 99 179
380,145 209 219 157 526
381,120 877 61 504 71
382,120 101 215 179 95
383,735 751 114 146 260
384,309 41 541 192 120
385,317 526 661 157 208
386,215 114 120 157 33
387,17 131 0 157 61
388,25 92 549 283 20
389,487 211 61 132 168
390,120 60 110 32 344
391,95 120 61 192 179
392,510 192 179 331 37
393,104 61 289 87 340
394,211 412 135 215 120
395,549 340 265 47 40
396,63 144 192 0 214
397,26 661 145 17 192
398,215 192 101 26 526
399,192 179 106 131 348
400,120 215 26 526 179
401,131 157 168 144 60
402,530 262 665 715 27
404,95 106 120 88 544
405,526 144 598 88 17
406,144 215 101 60 480
408,192 144 114 298 676
409,215 120 61 26 545
410,215 179 17 0 95
411,392 530 331 406 537
412,670 529 399 167 591
413,144 555 95 526 106
414,215 95 101 106 114
415,215 179 120 59 555
416,131 179 271 95 106
417,120 144 336 256 412
418,681 334 530 714 745
419,61 0 219 71 208
420,328 406 390 607 211
421,145 144 337 106 344
422,127 49 141 579 504
423,61 192 114 144 120
424,88 120 168 465 215
425,145 114 214 59 670
426,106 26 459 480 395
427,95 120 106 555 61
428,215 157 114 0 219
429,504 192 506 747 206
430,367 189 549 25 510
431,238 503 607 93 283
432,290 251 40 549 127
433,9 179 37 213 434
434,215 192 168 26 88
435,125 549 419 333 249
436,336 466 332 131 120
437,26 168 95 682 144
438,261 735 511 37 410
439,101 157 114 95 146
440,179 0 317 120 344
441,545 179 144 71 155
442,78 681 120 179 192
443,179 192 101 106 661
444,106 302 555 459 168
445,61 555 144 168 114
446,162 150 118 735 262
447,120 106 179 186 192
448,179 120 95 144 60
449,120 145 215 131 317
450,265 104 88 510 328
451,465 201 530 169 84
452,63 106 168 140 13
453,215 131 33 0 61
454,406 170 144 192 13
455,145 157 214 192 555
456,106 179 256 344 555
457,101 106 78 168 63
458,192 62 877 315 967
459,101 26 61 0 59
460,43 379 290 61 330
461,131 555 61 492 78
462,510 283 106 467 215
463,101 215 394 329 120
464,218 530 120 45 101
465,192 144 120 459 682
466,404 367 236 538 506
467,61 192 555 131 186
468,256 179 88 106 537
469,28 581 463 95 106
470,581 465 530 681 714
471,95 82 298 105 544
472,120 168 101 95 106
473,61 179 140 17 208
474,71 95 221 125 144
475,131 179 144 106 157
476,290 215 120 682 189
477,106 868 549 444 367
478,106 229 346 557 544
479,179 101 157 145 215
480,607 334 150 262 76
481,73 762 260 87 104
482,61 144 298 526 114
483,53 238 2 551 520
484,95 120 131 101 276
485,120 302 276 140 28
486,189 290 237 454 251
487,78 95 145 120 63
488,215 179 95 26 71
489,215 17 144 157 266
490,168 88 132 18 144
491,26 120 114 62 45
492,101 120 208 179 17
493,144 549 53 3 101
494,131 26 145 214 215
495,95 61 207 141 168
496,114 120 168 491 131
497,120 107 140 215 144
498,186 607 104 238 585
499,120 144 589 480 0
500,510 607 40 265 25
501,168 71 140 13 114
502,219 157 131 114 480
503,488 510 607 161 104
504,144 78 480 179 60
507,95 61 682 63 298
508,106 395 61 290 676
509,82 95 336 120 459
510,46 203 589 579 27
511,62 549 25 462 578
512,157 145 498 492 0
513,20 846 106 549 667
514,410 463 593 455 167
515,211 334 510 585 134
516,63 71 178 95 120
517,60 290 141 114 144
518,131 78 59 215 120
519,530 406 334 665 714
520,328 520 92 315 46
521,95 106 168 395 365
522,144 101 0 192 120
523,61 215 192 9 33
524,120 95 168 144 308
525,95 168 26 179 395
526,179 168 120 61 218
528,145 17 208 95 59
529,551 283 339 3 268
530,61 114 63 268 290
531,179 145 317 95 157
532,95 61 168 51 480
533,61 41 563 20 141
534,114 95 192 63 101
535,271 120 26 318 317
536,210 232 510 249 392
537,106 95 0 555 192
538,95 25 40 26 61
539,219 145 131 555 17
540,87 215 192 290 316
541,61 215 120 348 192
542,120 215 26 101 106
543,317 120 114 145 179
544,186 95 283 122 40
545,144 192 71 59 395
546,33 101 114 61 168
547,40 192 549 167 125
548,735 607 328 221 406
549,145 168 317 215 120
550,104 61 57 707 246
551,168 101 215 106 61
552,131 106 95 61 395
553,106 179 26 344 756
554,140 101 348 59 0
555,369 434 329 345 19
556,0 145 661 101 17
557,95 549 61 106 168
558,145 157 26 394 43
559,33 120 215 59 17
560,249 551 392 282 510
561,118 549 282 607 586
562,120 168 78 290 298
563,211 336 173 23 434
564,778 465 565 444 1193
565,106 555 33 95 168
566,215 71 78 168 365
567,95 179 395 106 459
568,189 367 282 20 92
569,392 289 255 154 118
570,61 106 168 63 254
571,106 95 28 510 555
572,317 17 215 498 18
573,37 247 756 19 744
574,61 144 71 458 263
575,179 106 101 131 82
576,144 179 168 0 95
577,95 25 178 607 104
578,179 587 131 106 555
579,61 467 589 682 15
580,179 344 106 256 336
581,144 179 168 209 395
582,555 88 144 157 33
583,109 64 104 186 221
584,362 503 510 607 161
585,249 607 392 221 585
586,95 118 283 31 192
587,131 157 17 661 480
588,40 95 25 92 12
589,120 61 131 395 144
590,215 106 61 131 168
591,144 120 28 179 315
592,650 208 95 555 179
593,192 59 214 40 344
594,114 179 157 208 145
595,120 33 144 25 57
596,95 106 198 82 131
597,120 61 59 168 33
598,211 510 392 530 336
599,101 120 526 581 114
600,3 203 482 15 204
601,61 480 144 114 78
602,145 348 465 51 271
603,336 607 681 150 256
604,290 71 144 63 120
605,1 61 492 87 714
606,61 120 168 95 26
607,120 168 395 661 33
608,144 61 26 215 426
609,555 459 323 661 17
610,179 106 336 139 249
612,95 298 40 218 192
613,172 331 239 714 510
614,127 71 222 541 260
615,120 215 209 661 101
616,131 114 215 555 492
617,61 192 95 480 57
618,61 17 26 131 480
619,511 410 409 155 211
620,451 120 179 336 396
621,120 17 179 132 395
622,283 863 589 192 309
623,120 110 167 157 33
624,104 507 510 87 585
625,179 168 336 589 78
626,172 257 255 49 207
627,61 179 168 95 192
628,215 131 71 192 106
629,120 32 268 192 15
630,244 257 60 329 331
631,157 120 179 168 214
632,438 260 192 591 530
633,510 118 95 406 93
634,95 1 682 61 298
635,480 454 677 1 261
636,95 186 64 179 491
637,120 63 309 467 290
638,131 215 17 114 348
639,286 467 55 107 194
640,120 17 114 157 60
642,131 317 500 219 0
643,192 144 28 555 132
644,192 179 95 140 157
645,192 95 179 61 207
646,218 179 59 492 256
647,59 101 78 131 60
648,92 95 192 61 20
649,61 101 145 144 59
650,262 330 714 87 587
651,215 95 131 409 498
652,95 192 131 106 168
653,101 78 131 394 179
654,303 800 308 714 879
655,26 215 61 192 290
656,131 555 215 661 492
657,215 179 17 140 95
658,95 410 179 126 262
659,144 26 318 208 17
660,26 498 581 0 208
661,192 735 260 120 336
662,179 95 106 53 17
663,127 189 290 192 40
664,28 104 61 778 409
665,192 131 26 480 395
666,120 219 183 71 61
667,120 168 61 101 95
668,215 26 61 179 208
669,215 549 789 106 624
670,61 120 192 298 395
671,0 317 60 168 95
672,59 73 682 465 208
673,454 59 9 122 221
674,661 26 61 71 168
675,114 101 63 26 214
676,334 172 87 162 390
677,118 510 262 607 453
678,451 571 238 331 265
679,192 215 59 17 157
680,215 0 388 120 219
681,179 395 344 61 17
682,589 549 95 683 967
683,179 144 336 95 106
684,157 33 145 192 17
685,106 555 95 423 179
686,215 120 101 0 37
687,208 214 101 168 60
688,95 192 71 144 480
689,308 17 426 318 167
690,78 767 112 555 241
691,61 144 504 63 492
692,179 26 192 95 61
693,179 0 168 661 33
694,510 589 40 682 331
695,346 200 804 510 126
696,211 162 264 507 254
699,61 95 682 144 20
700,120 145 480 71 63
701,331 260 503 161 681
702,61 179 101 451 82
703,538 367 792 389 276
704,282 531 95 682 265
705,386 355 40 330 396
706,507 87 283 189 277
707,26 276 661 61 120
708,283 87 118 251 282
709,145 33 59 166 696
710,215 316 95 140 207
711,215 179 120 192 26
712,283 330 265 510 555
713,283 331 406 118 62
714,462 283 162 454 25
715,95 106 103 549 298
716,283 282 549 386 789
717,61 179 26 491 106
718,211 264 430 665 38
719,61 134 101 63 192
720,106 320 265 555 95
721,80 545 33 68 106
722,131 215 26 192 661
723,106 120 179 555 61
724,396 249 179 262 438
725,106 179 318 26 82
726,120 144 157 0 114
727,61 192 157 348 144
728,26 120 0 246 538
729,71 192 144 682 106
730,101 120 276 61 483
731,179 95 0 114 26
732,104 551 587 392 555
733,198 256 344 239 179
734,562 125 236 133 612
735,448 607 252 438 454
736,61 95 60 106 168
737,71 192 120 326 395
738,120 309 28 192 20
739,331 681 607 682 403
740,192 63 140 144 348
741,179 120 106 168 114
742,585 587 150 105 406
743,328 262 449 530 202
744,186 682 73 169 42
745,317 215 0 106 498
746,114 157 350 146 144
747,120 179 60 140 348
748,557 120 6 122 650
749,283 203 531 290 503
750,120 63 101 78 208
751,179 120 282 40 95
752,131 95 555 192 157
753,179 26 167 399 106
754,608 392 155 192 330
755,20 290 589 396 92
756,61 168 179 26 120
757,298 283 95 251 189
758,507 211 105 679 331
759,282 265 406 331 607
760,345 344 215 661 106
761,26 526 80 144 665
763,26 131 101 17 95
764,459 106 665 120 565
765,28 120 395 192 106
766,144 101 480 589 453
767,459 510 665 144 120
768,511 419 410 260 120
769,283 542 789 555 503
770,406 260 155 283 390
772,95 82 144 106 661
773,192 95 20 107 309
774,510 507 334 530 419
775,61 114 192 168 95
776,389 215 309 414 192
777,95 317 82 131 120
778,179 106 114 487 189
779,101 215 63 144 59
780,131 120 317 179 60
781,61 120 215 82 145
782,503 290 589 863 405
783,215 120 95 106 395
784,268 549 189 224 20
785,131 348 26 145 120
786,290 120 192 47 104
787,95 71 412 276 104
788,406 95 395 207 106
789,422 188 555 155 131
790,735 607 150 585 118
791,192 634 486 141 183
792,215 114 467 348 317
793,891 321 665 109 1226
794,221 207 585 507 186
795,221 328 607 804 813
796,201 392 507 178 709
797,179 17 120 101 144
798,179 526 131 71 60
799,17 682 63 89 26
800,555 283 209 608 32
801,101 555 95 144 192
802,367 40 206 723 354
803,120 114 95 491 53
804,189 92 122 423 238
805,526 59 95 215 192
807,406 105 207 150 735
808,192 179 37 392 49
809,215 145 179 465 68
810,510 61 379 531 106
811,328 392 607 150 406
812,168 179 78 395 325
813,585 104 337 392 607
814,215 101 140 33 120
815,192 28 179 120 32
816,318 264 735 658 331
817,186 332 256 459 169
818,221 150 396 597 714
819,215 144 120 106 192
820,131 598 106 555 422
821,145 215 498 106 146
822,114 101 168 144 157
823,406 93 331 238 392
824,480 131 214 26 59
825,101 120 157 179 18
826,607 93 221 735 27
827,215 144 114 168 71
828,144 132 555 101 157
829,179 95 315 120 82
830,95 61 192 298 131
831,61 145 26 59 63
832,28 24 448 345 209
833,114 157 71 480 120
834,101 120 498 114 247
835,140 28 101 32 215
836,192 26 395 168 63
837,331 70 645 178 25
838,144 71 168 388 140
839,168 106 101 317 192
840,179 741 4 18 367
841,510 1115 150 607 735
842,215 459 308 410 283
843,95 179 61 395 168
845,112 681 192 179 388
846,425 355 592 506 122
847,120 131 0 157 271
848,282 336 260 555 168
849,330 262 150 607 430
850,336 256 202 150 192
851,392 211 406 150 109
852,144 120 106 71 549
853,78 806 63 99 373
854,61 192 114 168 26
855,434 753 593 800 271
856,1061 545 165 256 119
857,218 101 120 82 179
858,114 120 214 101 219
859,215 192 13 114 59
861,120 179 63 459 144
862,120 114 131 132 344
863,215 131 192 106 661
864,331 93 207 451 503
865,192 179 0 157 268
866,412 463 617 20 46
867,101 60 179 120 315
868,101 157 114 61 17
869,395 179 344 290 61
870,120 215 60 59 0
871,395 179 106 555 38
872,846 549 25 161 597
873,26 61 101 0 132
875,61 120 26 140 168
876,581 120 598 106 753
877,179 26 17 309 168
878,40 589 290 127 189
879,215 63 179 9 127
880,120 114 106 395 145
881,101 157 179 0 17
882,61 26 17 131 315
883,61 87 71 192 168
884,106 395 101 168 144
885,406 282 40 122 62
886,120 214 61 26 208
887,863 367 63 62 290
888,120 510 139 239 245
889,101 95 26 144 131
890,348 192 120 140 144
891,215 192 141 612 316
892,179 141 283 336 454
893,192 480 28 208 63
894,133 189 863 355 503
895,589 61 103 3 161
896,73 173 336 256 735
897,545 500 215 114 480
898,179 336 589 20 112
899,61 317 0 60 157
900,215 60 101 37 63
901,61 208 157 134 78
902,61 215 218 17 465
903,406 510 211 259 331
904,144 114 168 106 526
905,192 95 61 106 168
906,120 106 168 95 144
907,120 168 480 26 555
908,365 682 192 168 63
909,120 215 168 101 26
910,89 151 251 289 626
911,290 133 531 452 549
912,106 131 168 114 32
913,189 127 510 20 251
914,61 317 60 168 59
915,526 179 555 145 82
916,320 65 277 70 578
918,120 215 145 317 114
919,345 167 344 383 247
920,247 300 434 344 329
921,17 101 192 61 144
922,283 846 25 47 118
923,106 738 40 549 789
924,215 145 555 88 140
925,198 565 13 348 71
926,390 328 406 443 169
927,28 500 144 480 208
928,144 120 215 168 114
929,106 179 144 344 271
930,555 106 193 118 115
931,480 463 120 778 511
932,95 120 246 316 168
933,95 122 555 207 503
934,192 367 95 290 47
935,345 350 565 120 45
936,179 144 88 211 120
937,125 210 419 476 430
938,365 330 26 168 555
939,256 9 336 189 207
940,282 141 189 92 1164
